Estratégia de Vacinação contra HPV - 2015
Coberturas vacinais - HPV Quadrivalente D2 - CSV - Sexo feminino de 9 a 12 anos de idade
UF;REGIONAL;NOM_MUN;09A-POP;09A-DOS;09A-COB;10A-POP;10A-DOS;10A-COB;11A-POP;11A-DOS;11A-COB;12A-POP;12A-DOS;12A-COB;TOT-POP-09-12;TOT-DOS-09-12;TOT-COB-09-12
ES;CACHOEIRO DE ITAPEMIRIM;320120 - CACHOEIRO DE ITAPEMIRIM;723;367;50,76;1501;921;61,36;1563;1070;68,46;804;241;29,98;4591;2599;56,61;
ES;CACHOEIRO DE ITAPEMIRIM;;2222;1237;55,66;4593;2898;63,10;4756;3255;68,44;2434;1274;52,33;14006;8664;61,86;
ES;NORTE - COLATINA/LINHARES;320400 - PANCAS;96;43;44,79;197;118;59,90;201;131;65,17;101;26;25,62;595;318;53,40;
ES;NORTE - COLATINA/LINHARES;320060 - ARACRUZ;366;34;9,29;751;30;3,99;770;93;12,08;392;31;7,90;2279;188;8,25;
ES;NORTE - COLATINA/LINHARES;320250 - IBIRACU;44;32;72,73;89;50;56,18;90;51;56,67;45;20;43,96;268;153;56,98;
ES;NORTE - COLATINA/LINHARES;320305 - JAGUARE;118;56;47,46;238;116;48,74;239;150;62,76;120;36;29,88;715;358;50,03;
ES;NORTE - COLATINA/LINHARES;320150 - COLATINA;401;392;97,63;835;443;53,05;870;440;50,57;449;162;36,08;2555;1437;56,23;
ES;NORTE - COLATINA/LINHARES;320320 - LINHARES;627;290;46,25;1287;721;56,02;1326;852;64,25;674;250;37,06;3914;2113;53,98;
ES;NORTE - COLATINA/LINHARES;320350 - MONTANHA;68;80;116,79;142;102;71,83;147;90;61,22;75;25;33,11;433;297;68,59;
ES;NORTE - COLATINA/LINHARES;320360 - MUCURICI;24;21;87,50;51;52;101,96;53;42;79,25;27;24;88,89;155;139;89,68;
ES;NORTE - COLATINA/LINHARES;320410 - PINHEIROS;105;113;107,11;211;148;70,14;211;102;48,34;105;28;26,67;632;391;61,82;
ES;NORTE - COLATINA/LINHARES;320501 - SOORETAMA;121;86;70,78;249;179;71,89;257;253;98,44;131;85;64,89;758;603;79,50;
ES;NORTE - COLATINA/LINHARES;320210 - ECOPORANGA;102;309;301,46;211;259;122,75;217;173;79,72;109;126;115,60;639;867;135,57;
ES;NORTE - COLATINA/LINHARES;320313 - JOAO NEIVA;52;42;80,00;109;101;92,66;113;77;68,14;58;11;18,80;333;231;69,37;
ES;NORTE - COLATINA/LINHARES;320335 - MARILANDIA;39;29;73,42;82;67;81,71;86;84;97,67;44;11;24,72;252;191;75,79;
ES;NORTE - COLATINA/LINHARES;320425 - PONTO BELO;31;30;95,24;65;48;73,85;67;76;113,43;34;7;20,59;197;161;81,52;
ES;NORTE - COLATINA/LINHARES;320490 - SAO MATEUS;498;249;50,00;1022;499;48,83;1049;617;58,82;534;253;47,33;3103;1618;52,13;
ES;NORTE - COLATINA/LINHARES;320515 - VILA PAVAO;32;22;68,75;64;63;98,44;64;64;100,00;32;20;61,54;192;169;87,79;
ES;NORTE - COLATINA/LINHARES;320435 - RIO BANANAL;66;67;100,75;138;139;100,72;143;146;102,10;73;31;42,18;421;383;90,97;
ES;NORTE - COLATINA/LINHARES;320013 - AGUIA BRANCA;39;30;76,92;79;61;77,22;80;85;106,25;41;16;39,02;239;192;80,33;
ES;NORTE - COLATINA/LINHARES;320080 - BAIXO GUANDU;119;53;44,54;250;134;53,60;263;154;58,56;135;42;31,00;767;383;49,90;
ES;NORTE - COLATINA/LINHARES;320330 - MANTENOPOLIS;58;38;64,96;125;62;49,60;135;84;62,22;69;26;37,41;388;210;54,12;
ES;NORTE - COLATINA/LINHARES;320390 - NOVA VENECIA;185;226;121,83;387;418;108,01;403;418;103,72;207;185;89,16;1183;1247;105,41;
ES;NORTE - COLATINA/LINHARES;320517 - VILA VALERIO;58;45;76,92;119;86;72,27;120;114;95,00;60;33;55,00;357;278;77,76;
ES;NORTE - COLATINA/LINHARES;320035 - ALTO RIO NOVO;31;26;83,87;64;58;90,63;66;64;96,97;34;18;52,94;195;166;85,13;
ES;NORTE - COLATINA/LINHARES;320100 - BOA ESPERANCA;62;74;119,35;126;135;107,14;128;99;77,34;65;36;55,38;381;344;90,29;
ES;NORTE - COLATINA/LINHARES;320405 - PEDRO CANARIO;113;77;67,84;232;166;71,55;237;249;105,06;120;75;62,50;702;567;80,71;
ES;NORTE - COLATINA/LINHARES;320016 - AGUA DOCE DO NORTE;49;37;74,75;104;94;90,38;110;96;87,27;56;36;63,72;320;263;82,19;
ES;NORTE - COLATINA/LINHARES;320160 - CONCEICAO DA BARRA;140;4;2,85;288;52;18,06;295;130;44,07;149;94;62,88;873;280;32,07;
ES;NORTE - COLATINA/LINHARES;320495 - SAO ROQUE DO CANAA;40;33;81,48;84;80;95,24;89;83;93,26;45;8;17,58;259;204;78,76;
ES;NORTE - COLATINA/LINHARES;320470 - SAO GABRIEL DA PALHA;121;76;62,81;250;208;83,20;258;222;86,05;133;73;54,89;762;579;75,98;
ES;NORTE - COLATINA/LINHARES;320225 - GOVERNADOR LINDENBERG;41;43;103,61;85;68;80,00;87;86;98,85;44;8;18,18;257;205;79,61;
ES;NORTE - COLATINA/LINHARES;320465 - SAO DOMINGOS DO NORTE;27;8;29,63;55;23;41,82;56;52;92,86;28;14;49,12;166;97;58,26;
ES;NORTE - COLATINA/LINHARES;320090 - BARRA DE SAO FRANCISCO;165;212;128,48;349;292;83,67;370;355;95,95;190;143;75,26;1074;1002;93,30;
ES;NORTE - COLATINA/LINHARES;;4046;2877;71,10;8338;5072;60,83;8600;5732;66,65;4388;1953;44,51;25372;15634;61,62;
ES;;;14044;8443;60,12;29033;17037;58,68;30099;19798;65,78;15400;7124;46,26;88576;52402;59,16;
GO;SUL;521600 - PANAMA;10;4;38,10;20;20;100,00;18;11;61,11;8;5;58,82;57;40;70,18;
GO;SUL;520050 - ALOANDIA;6;1;16,67;14;5;35,71;15;0;0,00;8;4;47,06;43;10;22,99;
GO;SUL;520910 - GOIATUBA;121;36;29,63;245;62;25,31;248;67;27,02;125;30;23,90;740;195;26,35;
GO;SUL;521210 - JOVIANIA;27;18;65,45;56;35;62,50;57;44;77,19;29;8;27,59;169;105;61,95;
GO;SUL;521150 - ITUMBIARA;334;232;69,36;692;293;42,34;718;246;34,26;368;55;14,93;2113;826;39,09;
GO;SUL;521380 - MORRINHOS;153;1;0,65;317;1;0,32;326;0;0,00;168;0;0,00;964;2;0,21;
GO;SUL;520020 - AGUA LIMPA;7;2;28,57;15;6;40,00;16;16;100,00;9;2;22,22;47;26;55,32;
GO;SUL;520915 - GOUVELANDIA;20;2;9,76;42;15;35,71;44;17;38,64;22;7;31,82;128;41;31,91;
GO;SUL;520993 - INACIOLANDIA;24;20;83,33;49;34;69,39;51;56;109,80;25;14;54,90;149;124;82,94;
GO;SUL;520390 - BURITI ALEGRE;31;14;45,16;65;32;49,23;69;30;43,48;35;5;14,08;200;81;40,40;
GO;SUL;520425 - CACHOEIRA DOURADA;31;7;22,22;65;31;47,69;67;29;43,28;34;8;23,53;197;75;37,97;
GO;SUL;520350 - BOM JESUS DE GOIAS;87;48;55,17;176;87;49,43;178;122;68,54;90;54;60,00;531;311;58,57;
GO;SUL;;854;385;45,06;1756;621;35,36;1807;638;35,31;924;192;20,78;5341;1836;34,37;
GO;NORTE;521308 - MINACU;134;60;44,78;278;142;51,08;289;185;64,01;147;70;47,62;848;457;53,89;
GO;NORTE;520810 - FORMOSO;19;5;26,32;38;10;26,32;38;20;52,63;19;3;15,79;114;38;33,33;
GO;NORTE;522145 - TROMBAS;14;1;6,90;30;1;3,33;32;1;3,13;16;1;6,06;93;4;4,30;
GO;NORTE;520357 - BONOPOLIS;19;4;21,05;39;20;51,28;40;8;20,00;19;8;41,03;117;40;34,04;
GO;NORTE;520465 - CAMPINACU;15;5;33,33;32;6;18,75;35;4;11,43;18;3;16,67;100;18;18,00;
GO;NORTE;521800 - PORANGATU;175;16;9,12;362;43;11,88;373;66;17,69;190;28;14,70;1101;153;13,90;
GO;NORTE;521405 - MUNDO NOVO;26;9;33,96;51;19;37,25;49;40;81,63;23;12;51,06;150;80;53,33;
GO;NORTE;521410 - MUTUNOPOLIS;15;18;120,00;32;24;75,00;36;26;72,22;19;11;57,89;102;79;77,45;
GO;NORTE;521525 - NOVO PLANALTO;16;0;0,00;37;0;0,00;42;3;7,14;22;4;17,78;118;7;5,93;
GO;NORTE;520750 - ESTRELA DO NORTE;12;4;32,00;28;9;32,14;32;3;9,38;17;1;5,71;90;17;18,89;
GO;NORTE;521377 - MONTIVIDIU DO NORTE;24;5;20,83;48;12;25,00;47;22;46,81;23;11;47,83;142;50;35,21;
GO;NORTE;521960 - SANTA TEREZA DE GOIAS;18;1;5,41;38;4;10,53;38;6;15,79;19;7;36,84;113;18;15,86;
GO;NORTE;522020 - SAO MIGUEL DO ARAGUAIA;92;39;42,16;194;108;55,67;204;94;46,08;104;43;41,35;594;284;47,77;
GO;NORTE;;582;167;28,67;1207;398;32,97;1255;478;38,09;639;202;31,61;3683;1245;33,80;
GO;OESTE I;521020 - IPORA;103;40;38,65;220;55;25,00;234;116;49,57;123;36;29,27;680;247;36,30;
GO;OESTE I;520310 - BALIZA;14;1;7,14;32;9;28,13;37;1;2,70;20;3;15,00;103;14;13,59;
GO;OESTE I;520710 - DIORAMA;8;5;58,82;18;19;105,56;20;18;90,00;10;5;50,00;56;47;83,19;
GO;OESTE I;521200 - JAUPACI;12;5;40,00;25;9;36,00;25;9;36,00;12;3;24,00;75;26;34,67;
GO;OESTE I;521340 - MOIPORA;5;1;18,18;13;5;38,46;15;4;26,67;8;1;12,50;41;11;26,51;
GO;OESTE I;521720 - PIRANHAS;39;16;41,03;83;25;30,12;89;39;43,82;46;41;88,17;257;121;46,99;
GO;OESTE I;520170 - ARAGARCAS;72;14;19,44;148;31;20,95;152;52;34,21;78;32;41,03;450;129;28,67;
GO;OESTE I;521160 - IVOLANDIA;8;10;117,65;17;8;47,06;19;23;121,05;10;3;30,00;54;44;80,73;
GO;OESTE I;520235 - ARENOPOLIS;11;12;104,35;23;12;52,17;25;20;80,00;12;3;24,00;72;47;65,28;
GO;OESTE I;521030 - ISRAELANDIA;9;4;42,11;20;10;50,00;21;7;33,33;11;3;26,09;62;24;38,71;
GO;OESTE I;521520 - NOVO BRASIL;10;2;20,00;21;15;71,43;22;17;77,27;11;5;43,48;64;39;60,47;
GO;OESTE I;520090 - AMORINOPOLIS;12;3;24,00;27;11;40,74;29;18;62,07;15;9;58,06;84;41;48,81;
GO;OESTE I;520760 - FAZENDA NOVA;20;12;60,00;42;12;28,57;45;31;68,89;23;6;25,53;130;61;46,74;
GO;OESTE I;521565 - PALESTINA DE GOIAS;11;12;109,09;23;7;30,43;23;16;69,57;12;5;41,67;69;40;57,97;
GO;OESTE I;520340 - BOM JARDIM DE GOIAS;34;19;55,88;70;24;34,29;71;38;53,52;36;10;27,40;211;91;43,03;
GO;OESTE I;521370 - MONTES CLAROS DE GOIAS;29;0;0;63;0;0;67;0;0;35;0;0;194;0;0;
GO;OESTE I;;401;156;38,85;845;252;29,82;894;409;45,75;466;165;35,41;2606;982;37,68;
GO;OESTE II;521640 - PARAUNA;40;18;44,44;86;20;23,26;92;41;44,57;48;19;39,58;266;98;36,77;
GO;OESTE II;522150 - TURVANIA;15;9;58,06;32;26;81,25;34;14;41,18;17;12;68,57;99;61;61,62;
GO;OESTE II;520015 - ADELANDIA;8;4;47,06;17;5;29,41;18;8;44,44;9;5;52,63;53;22;41,51;
GO;OESTE II;520260 - AURILANDIA;10;9;90,00;20;14;70,00;19;21;110,53;10;3;30,00;59;47;79,66;
GO;OESTE II;520780 - FIRMINOPOLIS;37;11;29,73;79;18;22,78;83;17;20,48;43;17;39,08;242;63;25,98;
GO;OESTE II;521590 - PALMINOPOLIS;12;12;96,00;25;32;128,00;26;24;92,31;13;9;66,67;77;77;100,00;
GO;OESTE II;521900 - SANCLERLANDIA;27;3;10,91;55;7;12,73;56;8;14,29;28;7;24,56;167;25;14,97;
GO;OESTE II;520393 - BURITI DE GOIAS;9;3;33,33;18;11;61,11;17;15;88,24;8;1;11,76;52;30;57,14;
GO;OESTE II;520570 - CORREGO DO OURO;10;5;50,00;20;19;95,00;20;26;130,00;9;3;31,58;59;53;89,08;
GO;OESTE II;520420 - CACHOEIRA DE GOIAS;5;0;0,00;11;2;18,18;12;2;16,67;6;1;16,67;34;5;14,49;
GO;OESTE II;521570 - PALMEIRAS DE GOIAS;88;11;12,43;179;29;16,20;179;27;15,08;91;10;10,99;537;77;14,33;
GO;OESTE II;522005 - SAO JOAO DA PARAUNA;5;7;140,00;12;12;100,00;13;9;69,23;6;1;15,38;36;29;79,45;
GO;OESTE II;522010 - SAO LUIS DE MONTES BELOS;108;47;43,32;230;116;50,43;244;121;49,59;127;61;48,03;709;345;48,63;
GO;OESTE II;;378;139;36,77;784;311;39,67;813;333;40,96;419;149;35,56;2394;932;38,93;
GO;PIRINEUS;520030 - ALEXANIA;114;39;34,21;235;79;33,62;242;101;41,74;122;77;62,86;713;296;41,49;
GO;PIRINEUS;520110 - ANAPOLIS;1350;452;33,48;2806;875;31,18;2925;1247;42,63;1502;640;42,61;8583;3214;37,45;
GO;PIRINEUS;520010 - ABADIANIA;66;4;6,02;138;6;4,35;144;5;3,47;74;7;9,46;422;22;5,21;
GO;PIRINEUS;520840 - GOIANAPOLIS;47;18;37,89;96;19;19,79;97;23;23,71;49;20;40,82;289;80;27,63;
GO;PIRINEUS;521730 - PIRENOPOLIS;101;16;15,84;204;39;19,12;205;37;18,05;101;29;28,57;611;121;19,79;
GO;PIRINEUS;521560 - PADRE BERNARDO;152;46;30,16;308;80;25,97;310;114;36,77;155;72;46,45;925;312;33,71;
GO;PIRINEUS;521305 - MIMOSO DE GOIAS;13;0;0;26;0;0;25;0;0;12;0;0;76;0;0;
GO;PIRINEUS;520580 - CORUMBA DE GOIAS;45;20;43,96;93;29;31,18;95;37;38,95;47;24;51,06;280;110;39,22;
GO;PIRINEUS;520815 - GAMELEIRA DE GOIAS;16;6;36,36;34;27;79,41;35;28;80,00;17;4;22,86;103;65;63,11;
GO;PIRINEUS;520551 - COCALZINHO DE GOIAS;81;41;50,31;167;101;60,48;172;92;53,49;87;26;29,71;508;260;51,18;
GO;PIRINEUS;520485 - CAMPO LIMPO DE GOIAS;29;4;13,56;61;11;18,03;63;13;20,63;32;16;50,00;185;44;23,72;
GO;PIRINEUS;522119 - TEREZOPOLIS DE GOIAS;28;21;73,68;59;52;88,14;61;51;83,61;31;17;54,84;179;141;78,55;
GO;PIRINEUS;;2046;667;32,60;4227;1318;31,18;4374;1748;39,96;2231;932;41,77;12878;4665;36,22;
GO;CENTRO SUL;520740 - EDEIA;45;21;46,15;92;48;52,17;92;66;71,74;46;22;47,31;276;157;56,88;
GO;CENTRO SUL;522190 - VARJAO;13;6;44,44;28;14;50,00;30;25;83,33;15;4;26,67;86;49;56,65;
GO;CENTRO SUL;520995 - INDIARA;58;0;0,00;120;4;3,33;124;22;17,74;63;7;11,02;366;33;9,02;
GO;CENTRO SUL;521170 - JANDAIA;20;7;35,00;42;21;50,00;44;21;47,73;23;5;21,74;129;54;41,86;
GO;CENTRO SUL;521530 - ORIZONA;52;33;62,86;109;64;58,72;115;89;77,39;59;27;45,76;335;213;63,49;
GO;CENTRO SUL;520545 - CEZARINA;28;10;35,71;63;17;26,98;71;18;25,35;38;1;2,60;200;46;22,94;
GO;CENTRO SUL;520650 - CROMINIA;13;0;0;27;0;0;28;0;0;14;0;0;82;0;0;
GO;CENTRO SUL;520735 - EDEALINA;15;3;20,00;30;16;53,33;31;14;45,16;15;1;6,45;91;34;37,16;
GO;CENTRO SUL;522060 - SILVANIA;81;4;4,91;171;26;15,20;181;25;13,81;92;10;10,81;526;65;12,36;
GO;CENTRO SUL;521770 - PONTALINA;64;12;18,75;132;35;26,52;136;46;33,82;69;62;89,21;401;155;38,61;
GO;CENTRO SUL;520180 - ARAGOIANIA;35;8;22,86;70;14;20,00;69;22;31,88;34;25;73,53;208;69;33,17;
GO;CENTRO SUL;520455 - CALDAZINHA;14;6;42,86;29;16;55,17;30;30;100,00;15;8;53,33;88;60;68,18;
GO;CENTRO SUL;522200 - VIANOPOLIS;53;56;105,66;110;98;89,09;113;139;123,01;58;37;63,79;334;330;98,80;
GO;CENTRO SUL;520970 - HIDROLANDIA;78;10;12,82;157;33;21,02;158;31;19,62;79;16;20,25;472;90;19,07;
GO;CENTRO SUL;521260 - MAIRIPOTABA;8;3;37,50;15;12;80,00;15;22;146,67;7;8;106,67;45;45;98,90;
GO;CENTRO SUL;521710 - PIRACANJUBA;85;26;30,41;183;63;34,43;196;85;43,37;102;23;22,55;566;197;34,77;
GO;CENTRO SUL;520355 - BONFINOPOLIS;36;12;33,33;74;18;24,32;75;32;42,67;38;8;21,05;223;70;31,39;
GO;CENTRO SUL;520630 - CRISTIANOPOLIS;10;10;100,00;22;14;63,64;25;16;64,00;13;10;74,07;70;50;70,92;
GO;CENTRO SUL;522045 - SENADOR CANEDO;412;178;43,15;841;347;41,26;857;421;49,12;434;193;44,42;2545;1139;44,75;
GO;CENTRO SUL;522205 - VICENTINOPOLIS;29;21;71,19;60;35;58,33;61;51;83,61;30;7;22,95;181;114;62,98;
GO;CENTRO SUL;521839 - PROFESSOR JAMIL;13;7;51,85;28;8;28,57;30;12;40,00;15;1;6,45;87;28;32,18;
GO;CENTRO SUL;520330 - BELA VISTA DE GOIAS;94;16;17,02;191;38;19,90;193;45;23,32;98;50;51,02;576;149;25,87;
GO;CENTRO SUL;521230 - LEOPOLDO DE BULHOES;34;23;67,65;68;55;80,88;66;44;66,67;33;13;39,39;201;135;67,16;
GO;CENTRO SUL;520140 - APARECIDA DE GOIANIA;2048;1032;50,38;4198;1463;34,85;4316;4473;103,64;2199;5797;263,62;12761;12765;100,03;
GO;CENTRO SUL;522026 - SAO MIGUEL DO PASSA QUATRO;16;1;6,25;32;3;9,38;32;10;31,25;16;6;37,50;96;20;20,83;
GO;CENTRO SUL;;3359;1505;44,81;6892;2462;35,72;7088;5759;81,25;3611;6341;175,60;20950;16067;76,69;
GO;NORDESTE I;520530 - CAVALCANTE;55;27;49,09;114;54;47,37;118;52;44,07;60;47;78,33;347;180;51,87;
GO;NORDESTE I;520490 - CAMPOS BELOS;87;39;44,57;177;92;51,98;179;84;46,93;90;37;40,88;534;252;47,19;
GO;NORDESTE I;522108 - TERESINA DE GOIAS;16;8;48,48;35;14;40,00;38;7;18,42;19;1;5,13;109;30;27,52;
GO;NORDESTE I;520830 - DIVINOPOLIS DE GOIAS;24;10;41,67;48;26;54,17;48;41;85,42;23;11;46,81;143;88;61,32;
GO;NORDESTE I;521350 - MONTE ALEGRE DE GOIAS;37;6;16,00;78;17;21,79;83;24;28,92;43;13;30,23;241;60;24,84;
GO;NORDESTE I;;220;90;40,82;452;203;44,91;466;208;44,64;236;109;46,09;1375;610;44,36;
GO;SUDOESTE I;520430 - CACU;45;0;0;96;0;0;104;0;0;54;0;0;299;0;0;
GO;SUDOESTE I;521080 - ITAJA;20;11;53,66;43;10;23,26;46;17;36,96;23;5;21,28;133;43;32,33;
GO;SUDOESTE I;520013 - ACREUNA;88;24;27,27;181;84;46,41;188;74;39,36;95;19;19,90;552;201;36,38;
GO;SUDOESTE I;521130 - ITARUMA;27;18;65,45;56;32;57,14;57;33;57,89;28;13;45,61;169;96;56,80;
GO;SUDOESTE I;521805 - PORTEIRAO;13;12;92,31;27;24;88,89;28;31;110,71;15;15;100,00;83;82;98,80;
GO;SUDOESTE I;521880 - RIO VERDE;693;292;42,11;1413;653;46,21;1446;885;61,20;738;257;34,82;4290;2087;48,64;
GO;SUDOESTE I;522040 - SAO SIMAO;65;51;77,86;137;97;70,80;144;120;83,33;74;29;39,19;420;297;70,63;
GO;SUDOESTE I;521375 - MONTIVIDIU;46;19;41,30;91;50;54,95;90;67;74,44;45;32;71,11;272;168;61,76;
GO;SUDOESTE I;520505 - CASTELANDIA;14;9;64,29;28;18;64,29;28;34;121,43;13;8;59,26;83;69;82,63;
GO;SUDOESTE I;521225 - LAGOA SANTA;5;2;36,36;11;1;9,09;11;7;63,64;5;3;54,55;33;13;39,39;
GO;SUDOESTE I;521300 - MAURILANDIA;52;20;38,10;106;41;38,68;108;34;31,48;54;11;20,18;321;106;33,02;
GO;SUDOESTE I;522155 - TURVELANDIA;18;9;48,65;37;17;45,95;36;23;63,89;17;5;28,57;109;54;49,54;
GO;SUDOESTE I;521630 - PARANAIGUARA;35;31;87,32;73;49;67,12;75;79;105,33;38;27;71,05;221;186;83,97;
GO;SUDOESTE I;521850 - QUIRINOPOLIS;158;1;0,63;319;3;0,94;322;6;1,86;162;24;14,77;961;34;3,54;
GO;SUDOESTE I;520410 - CACHOEIRA ALTA;35;25;70,42;73;62;84,93;76;67;88,16;39;19;48,72;223;173;77,40;
GO;SUDOESTE I;520145 - APARECIDA DO RIO DOCE;9;9;100,00;18;24;133,33;18;29;161,11;9;2;22,22;54;64;118,52;
GO;SUDOESTE I;521930 - SANTA HELENA DE GOIAS;138;73;52,71;280;157;56,07;282;233;82,62;143;117;81,82;843;580;68,76;
GO;SUDOESTE I;521971 - SANTO ANTONIO DA BARRA;19;7;35,90;41;26;63,41;41;38;92,68;21;9;42,86;122;80;65,31;
GO;SUDOESTE I;;1485;613;41,27;3030;1348;44,49;3100;1777;57,32;1577;595;37,72;9193;4333;47,13;
GO;ENTORNO SUL;521250 - LUZIANIA;902;320;35,48;1838;619;33,68;1874;680;36,29;944;281;29,75;5558;1900;34,18;
GO;ENTORNO SUL;521523 - NOVO GAMA;513;78;15,19;1052;150;14,26;1080;144;13,33;546;78;14,29;3191;450;14,10;
GO;ENTORNO SUL;520620 - CRISTALINA;236;78;33,05;480;141;29,38;489;188;38,45;246;126;51,22;1451;533;36,73;
GO;ENTORNO SUL;520549 - CIDADE OCIDENTAL;285;59;20,70;582;109;18,73;597;125;20,94;301;84;27,91;1765;377;21,36;
GO;ENTORNO SUL;522185 - VALPARAISO DE GOIAS;657;207;31,48;1348;503;37,31;1388;566;40,78;703;186;26,44;4097;1462;35,68;
GO;ENTORNO SUL;520025 - AGUAS LINDAS DE GOIAS;919;45;4,90;1887;139;7,37;1942;201;10,35;980;117;11,94;5728;502;8,76;
GO;ENTORNO SUL;521975 - SANTO ANTONIO DO DESCOBERTO;342;50;14,60;689;116;16,84;693;139;20,06;346;63;18,18;2071;368;17,77;
GO;ENTORNO SUL;;3855;837;21,71;7876;1777;22,56;8063;2043;25,34;4067;935;22,99;23862;5592;23,43;
GO;NORDESTE II;521830 - POSSE;155;33;21,29;320;37;11,56;330;51;15,45;168;72;42,73;973;193;19,83;
GO;NORDESTE II;521270 - MAMBAI;39;33;83,54;79;89;112,66;78;78;100,00;38;24;63,16;234;224;95,52;
GO;NORDESTE II;520990 - IACIARA;63;19;29,92;127;51;40,16;128;72;56,25;64;16;25,00;382;158;41,31;
GO;NORDESTE II;521490 - NOVA ROMA;15;18;120,00;32;31;96,88;34;24;70,59;17;6;34,29;98;79;80,20;
GO;NORDESTE II;522068 - SIMOLANDIA;32;22;67,69;64;46;71,88;62;38;61,29;30;10;32,79;189;116;61,38;
GO;NORDESTE II;520670 - DAMIANOPOLIS;13;7;53,85;27;13;48,15;27;37;137,04;13;5;37,04;80;62;77,02;
GO;NORDESTE II;521980 - SAO DOMINGOS;57;0;0;117;0;0;120;0;0;60;0;0;354;0;0;
GO;NORDESTE II;520396 - BURITINOPOLIS;15;17;109,68;30;21;70,00;30;18;60,00;15;6;38,71;91;62;68,13;
GO;NORDESTE II;522070 - SITIO D'ABADIA;13;2;14,81;29;0;0,00;32;8;25,00;16;1;6,06;91;11;12,09;
GO;NORDESTE II;520940 - GUARANI DE GOIAS;19;5;26,32;40;12;30,00;42;16;38,10;21;5;23,26;122;38;31,02;
GO;NORDESTE II;520080 - ALVORADA DO NORTE;42;18;42,86;85;30;35,29;86;43;50,00;43;6;13,95;256;97;37,89;
GO;NORDESTE II;;465;174;37,38;950;330;34,74;969;385;39,73;489;151;30,88;2873;1040;36,19;
GO;SUDOESTE II;520150 - APORE;15;8;53,33;31;12;38,71;33;7;21,21;17;4;23,53;96;31;32,29;
GO;SUDOESTE II;521190 - JATAI;361;101;27,98;739;235;31,80;760;351;46,18;385;206;53,44;2245;893;39,77;
GO;SUDOESTE II;521310 - MINEIROS;209;146;69,69;428;355;82,94;438;483;110,27;224;122;54,34;1300;1106;85,08;
GO;SUDOESTE II;520440 - CAIAPONIA;61;24;39,02;133;55;41,35;143;66;46,15;75;14;18,54;413;159;38,50;
GO;SUDOESTE II;521645 - PEROLANDIA;13;2;15,38;29;10;34,48;32;12;37,50;16;13;78,79;90;37;40,88;
GO;SUDOESTE II;520725 - DOVERLANDIA;31;7;22,58;64;20;31,25;65;25;38,46;33;2;5,97;193;54;27,91;
GO;SUDOESTE II;521810 - PORTELANDIA;17;5;28,57;35;24;68,57;34;15;44,12;17;5;29,41;103;49;47,34;
GO;SUDOESTE II;522050 - SERRANOPOLIS;30;19;62,30;63;20;31,75;64;47;73,44;32;20;62,50;189;106;55,94;
GO;SUDOESTE II;520547 - CHAPADAO DO CEU;34;20;58,82;67;53;79,10;65;57;87,69;32;29;90,63;198;159;80,30;
GO;SUDOESTE II;521940 - SANTA RITA DO ARAGUAIA;30;13;43,33;60;39;65,00;58;21;36,21;29;14;48,28;177;87;49,15;
GO;SUDOESTE II;;803;345;42,96;1649;823;49,91;1692;1084;64,07;862;429;49,74;5006;2681;53,55;
GO;RIO VERMELHO;520753 - FAINA;29;14;47,46;61;29;47,54;63;28;44,44;31;7;22,22;185;78;42,16;
GO;RIO VERMELHO;520890 - GOIAS;89;41;46,07;185;61;32,97;194;83;42,78;99;19;19,10;567;204;35,95;
GO;RIO VERMELHO;520250 - ARUANA;37;1;2,67;76;0;0,00;77;1;1,30;38;1;2,60;229;3;1,31;
GO;RIO VERMELHO;521220 - JUSSARA;76;17;22,37;161;48;29,81;170;74;43,53;87;37;42,29;494;176;35,59;
GO;RIO VERMELHO;520380 - BRITANIA;24;13;53,06;51;23;45,10;53;33;62,26;27;6;22,22;155;75;48,23;
GO;RIO VERMELHO;520929 - GUARAITA;9;13;144,44;19;22;115,79;19;11;57,89;10;2;20,00;57;48;84,21;
GO;RIO VERMELHO;520960 - HEITORAI;13;9;66,67;29;16;55,17;31;25;80,65;16;12;75,00;89;62;69,27;
GO;RIO VERMELHO;521040 - ITABERAI;139;86;61,87;283;231;81,63;287;262;91,29;146;100;68,26;855;679;79,37;
GO;RIO VERMELHO;520215 - ARAGUAPAZ;29;11;37,29;60;21;35,00;62;31;50,00;31;14;44,44;183;77;42,08;
GO;RIO VERMELHO;521295 - MATRINCHA;18;12;66,67;37;14;37,84;39;26;66,67;20;15;75,00;114;67;58,77;
GO;RIO VERMELHO;521100 - ITAPIRAPUA;29;5;16,95;64;11;17,19;68;22;32,35;35;12;34,29;196;50;25,45;
GO;RIO VERMELHO;521120 - ITAPURANGA;93;13;13,98;192;55;28,65;198;79;39,90;101;48;47,52;584;195;33,39;
GO;RIO VERMELHO;521390 - MOSSAMEDES;16;15;90,91;31;38;122,58;29;28;96,55;14;4;27,59;91;85;93,41;
GO;RIO VERMELHO;521400 - MOZARLANDIA;59;40;67,80;120;72;60,00;122;98;80,33;61;30;49,18;362;240;66,30;
GO;RIO VERMELHO;521483 - NOVA CRIXAS;50;31;61,39;106;61;57,55;113;83;73,45;58;37;63,79;327;212;64,73;
