Estratégia de Vacinação contra HPV - 2015
Coberturas vacinais - HPV Quadrivalente D1 - CSV - Sexo feminino de 9 a 11 anos de idade 
UF;REGIONAL;NOM_MUN;09A-POP;09A-DOS;09A-COB;10A-POP;10A-DOS;10A-COB;11A-POP;11A-DOS;11A-COB;TOT-POP-09-11;TOT-DOS-09-11;TOT-COB-09-11
PI;SAO RAIMUNDO NONATO;220455 - GUARIBAS;57;21;36,84;60;12;20,00;64;6;9,38;181;39;21,55;
PI;SAO RAIMUNDO NONATO;220345 - DOM INOCENCIO;81;24;29,63;84;12;14,29;86;7;8,14;251;43;17,13;
PI;SAO RAIMUNDO NONATO;221135 - VARZEA BRANCA;54;45;83,33;55;45;81,82;57;25;43,86;166;115;69,28;
PI;SAO RAIMUNDO NONATO;220070 - ANISIO DE ABREU;91;94;103,30;92;66;71,74;94;51;54,26;277;211;76,17;
PI;SAO RAIMUNDO NONATO;220192 - BONFIM DO PIAUI;53;44;83,02;54;34;62,96;56;21;37,50;163;99;60,74;
PI;SAO RAIMUNDO NONATO;220335 - DIRCEU ARCOVERDE;64;2;3,13;66;5;7,58;67;1;1,49;197;8;4,06;
PI;SAO RAIMUNDO NONATO;220375 - FARTURA DO PIAUI;51;25;49,02;52;30;57,69;53;23;43,40;156;78;50,00;
PI;SAO RAIMUNDO NONATO;220285 - CORONEL JOSE DIAS;41;10;24,39;41;9;21,95;41;12;29,27;123;31;25,20;
PI;SAO RAIMUNDO NONATO;220955 - SAO BRAZ DO PIAUI;37;36;97,30;40;14;35,00;43;4;9,30;120;54;45,00;
PI;SAO RAIMUNDO NONATO;221060 - SAO RAIMUNDO NONATO;296;190;64,19;308;176;57,14;322;157;48,76;926;523;56,48;
PI;SAO RAIMUNDO NONATO;221035 - SAO LOURENCO DO PIAUI;33;5;15,15;35;5;14,29;37;3;8,11;105;13;12,38;
PI;SAO RAIMUNDO NONATO;;1008;580;57,54;1037;477;46,00;1068;359;33,61;3113;1416;45,49;
PI;;;28752;20485;71,25;29654;17938;60,49;30671;11597;37,81;89077;50020;56,15;
PR;RS IRATI;411070 - IRATI;430;250;58,14;448;166;37,05;468;141;30,13;1346;557;41,38;
PR;RS IRATI;411390 - MALLET;104;197;189,42;104;156;150,00;102;91;89,22;310;444;143,23;
PR;RS IRATI;411010 - IMBITUVA;270;325;120,37;271;277;102,21;270;175;64,81;811;777;95,81;
PR;RS IRATI;412150 - REBOUCAS;122;259;212,30;123;224;182,11;122;107;87,70;367;590;160,76;
PR;RS IRATI;412200 - RIO AZUL;125;141;112,80;127;75;59,06;128;50;39,06;380;266;70,00;
PR;RS IRATI;410895 - GUAMIRANGA;68;118;173,53;74;80;108,11;79;28;35,44;221;226;102,26;
PR;RS IRATI;411020 - INACIO MARTINS;119;79;66,39;122;82;67,21;126;40;31,75;367;201;54,77;
PR;RS IRATI;412700 - TEIXEIRA SOARES;102;101;99,02;105;101;96,19;109;54;49,54;316;256;81,01;
PR;RS IRATI;410773 - FERNANDES PINHEIRO;59;96;162,71;61;73;119,67;62;26;41,94;182;195;107,14;
PR;RS IRATI;;1399;1566;111,94;1435;1234;85,99;1466;712;48,57;4300;3512;81,67;
PR;RS TOLEDO;410880 - GUAIRA;255;71;27,84;263;50;19,01;274;73;26,64;792;194;24,49;
PR;RS TOLEDO;411535 - MARIPA;41;23;56,10;44;26;59,09;45;30;66,67;130;79;60,77;
PR;RS TOLEDO;412770 - TOLEDO;893;490;54,87;933;425;45,55;977;296;30,30;2803;1211;43,20;
PR;RS TOLEDO;412795 - TUPASSI;54;73;135,19;56;45;80,36;58;22;37,93;168;140;83,33;
PR;RS TOLEDO;411585 - MERCEDES;37;45;121,62;40;34;85,00;43;14;32,56;120;93;77,50;
PR;RS TOLEDO;411790 - PALOTINA;212;134;63,21;215;132;61,40;216;105;48,61;643;371;57,70;
PR;RS TOLEDO;412740 - TERRA ROXA;124;130;104,84;128;90;70,31;132;73;55,30;384;293;76,30;
PR;RS TOLEDO;411845 - PATO BRAGADO;35;38;108,57;36;21;58,33;37;19;51,35;108;78;72,22;
PR;RS TOLEDO;412350 - SANTA HELENA;177;149;84,18;187;143;76,47;197;82;41,62;561;374;66,67;
PR;RS TOLEDO;412085 - QUATRO PONTES;26;32;123,08;28;14;50,00;30;6;20,00;84;52;61,90;
PR;RS TOLEDO;411722 - NOVA SANTA ROSA;52;63;121,15;56;59;105,36;61;35;57,38;169;157;92,90;
PR;RS TOLEDO;410715 - DIAMANTE D'OESTE;45;46;102,22;48;29;60,42;51;18;35,29;144;93;64,58;
PR;RS TOLEDO;410200 - ASSIS CHATEAUBRIAND;228;181;79,39;236;135;57,20;242;109;45,04;706;425;60,20;
PR;RS TOLEDO;410753 - ENTRE RIOS DO OESTE;29;30;103,45;29;23;79,31;29;14;48,28;87;67;77,01;
PR;RS TOLEDO;411745 - OURO VERDE DO OESTE;44;31;70,45;46;39;84,78;47;31;65,96;137;101;73,72;
PR;RS TOLEDO;412575 - SAO PEDRO DO IGUACU;50;57;114,00;52;44;84,62;53;15;28,30;155;116;74,84;
PR;RS TOLEDO;412545 - SAO JOSE DAS PALMEIRAS;31;12;38,71;32;19;59,38;34;6;17,65;97;37;38,14;
PR;RS TOLEDO;411460 - MARECHAL CANDIDO RONDON;341;155;45,45;355;140;39,44;370;128;34,59;1066;423;39,68;
PR;RS TOLEDO;;2674;1760;65,82;2784;1468;52,73;2896;1076;37,15;8354;4304;51,52;
PR;RS MARINGA;410115 - ANGULO;21;32;152,38;22;14;63,64;23;6;26,09;66;52;78,79;
PR;RS MARINGA;410780 - FLORAI;26;34;130,77;29;33;113,79;32;15;46,88;87;82;94,25;
PR;RS MARINGA;411110 - ITAMBE;40;59;147,50;41;36;87,80;41;38;92,68;122;133;109,02;
PR;RS MARINGA;411360 - LOBATO;29;54;186,21;30;30;100,00;31;6;19,35;90;90;100,00;
PR;RS MARINGA;410210 - ASTORGA;164;133;81,10;172;100;58,14;181;61;33,70;517;294;56,87;
PR;RS MARINGA;410220 - ATALAIA;24;27;112,50;27;17;62,96;30;13;43,33;81;57;70,37;
PR;RS MARINGA;410810 - FLORIDA;19;30;157,89;20;18;90,00;21;5;23,81;60;53;88,33;
PR;RS MARINGA;411160 - IVATUBA;19;7;36,84;21;1;4,76;23;0;0,00;63;8;12,70;
PR;RS MARINGA;411520 - MARINGA;2218;1946;87,74;2307;1547;67,06;2410;1035;42,95;6935;4528;65,29;
PR;RS MARINGA;412625 - SARANDI;668;484;72,46;704;327;46,45;746;266;35,66;2118;1077;50,85;
PR;RS MARINGA;412830 - UNIFLOR;20;20;100,00;21;14;66,67;23;8;34,78;64;42;65,63;
PR;RS MARINGA;410590 - COLORADO;154;156;101,30;159;134;84,28;164;96;58,54;477;386;80,92;
PR;RS MARINGA;410790 - FLORESTA;39;26;66,67;39;22;56,41;40;23;57,50;118;71;60,17;
PR;RS MARINGA;411000 - IGUARACU;26;43;165,38;27;31;114,81;27;15;55,56;80;89;111,25;
PR;RS MARINGA;411090 - ITAGUAJE;34;24;70,59;37;18;48,65;42;16;38,10;113;58;51,33;
PR;RS MARINGA;411480 - MARIALVA;218;209;95,87;222;178;80,18;226;134;59,29;666;521;78,23;
PR;RS MARINGA;411740 - OURIZONA;22;25;113,64;22;20;90,91;21;13;61,90;65;58;89,23;
PR;RS MARINGA;411750 - PAICANDU;283;341;120,49;294;225;76,53;306;154;50,33;883;720;81,54;
PR;RS MARINGA;412340 - SANTA FE;72;79;109,72;76;63;82,89;81;43;53,09;229;185;80,79;
PR;RS MARINGA;411410 - MANDAGUACU;156;99;63,46;164;100;60,98;173;65;37,57;493;264;53,55;
PR;RS MARINGA;411420 - MANDAGUARI;232;171;73,71;241;143;59,34;251;120;47,81;724;434;59,94;
PR;RS MARINGA;411810 - PARANACITY;80;113;141,25;85;63;74,12;91;37;40,66;256;213;83,20;
PR;RS MARINGA;412360 - SANTA INES;14;15;107,14;14;13;92,86;15;7;46,67;43;35;81,40;
PR;RS MARINGA;412450 - SANTO INACIO;35;27;77,14;36;32;88,89;37;20;54,05;108;79;73,15;
PR;RS MARINGA;410730 - DOUTOR CAMARGO;36;39;108,33;36;37;102,78;36;19;52,78;108;95;87,96;
PR;RS MARINGA;411630 - MUNHOZ DE MELO;28;25;89,29;30;20;66,67;32;10;31,25;90;55;61,11;
PR;RS MARINGA;411690 - NOVA ESPERANCA;198;227;114,65;205;179;87,32;211;106;50,24;614;512;83,39;
PR;RS MARINGA;412530 - SAO JORGE DO IVAI;35;41;117,14;38;27;71,05;40;12;30,00;113;80;70,80;
PR;RS MARINGA;411640 - NOSSA SENHORA DAS GRACAS;26;29;111,54;29;14;48,28;32;14;43,75;87;57;65,52;
PR;RS MARINGA;412040 - PRESIDENTE CASTELO BRANCO;37;45;121,62;39;35;89,74;41;28;68,29;117;108;92,31;
PR;RS MARINGA;;4973;4560;91,70;5187;3491;67,30;5427;2385;43,95;15587;10436;66,95;
PR;RS CASCAVEL;410105 - ANAHY;23;31;134,78;25;14;56,00;28;15;53,57;76;60;78,95;
PR;RS CASCAVEL;410975 - IBEMA;60;58;96,67;60;33;55,00;60;28;46,67;180;119;66,11;
PR;RS CASCAVEL;411005 - IGUATU;18;14;77,78;20;20;100,00;21;10;47,62;59;44;74,58;
PR;RS CASCAVEL;410335 - BRAGANEY;44;55;125,00;46;41;89,13;47;32;68,09;137;128;93,43;
PR;RS CASCAVEL;410480 - CASCAVEL;2233;1790;80,16;2330;1402;60,17;2436;1273;52,26;6999;4465;63,79;
PR;RS CASCAVEL;410530 - CEU AZUL;84;78;92,86;88;62;70,45;91;47;51,65;263;187;71,10;
PR;RS CASCAVEL;410630 - CORBELIA;118;99;83,90;123;95;77,24;128;74;57,81;369;268;72,63;
PR;RS CASCAVEL;411275 - JESUITAS;58;49;84,48;61;34;55,74;64;37;57,81;183;120;65,57;
PR;RS CASCAVEL;411345 - LINDOESTE;39;56;143,59;42;27;64,29;46;25;54,35;127;108;85,04;
PR;RS CASCAVEL;410345 - CAFELANDIA;116;67;57,76;124;60;48,39;133;51;38,35;373;178;47,72;
PR;RS CASCAVEL;410500 - CATANDUVAS;89;90;101,12;92;58;63,04;96;48;50,00;277;196;70,76;
PR;RS CASCAVEL;410930 - GUARANIACU;122;114;93,44;127;102;80,31;132;62;46,97;381;278;72,97;
PR;RS CASCAVEL;411670 - NOVA AURORA;81;110;135,80;82;83;101,22;83;44;53,01;246;237;96,34;
PR;RS CASCAVEL;412382 - SANTA LUCIA;32;16;50,00;32;21;65,63;32;11;34,38;96;48;50,00;
PR;RS CASCAVEL;410405 - CAMPO BONITO;41;24;58,54;43;35;81,40;44;14;31,82;128;73;57,03;
PR;RS CASCAVEL;410712 - DIAMANTE DO SUL;38;40;105,26;41;27;65,85;44;22;50,00;123;89;72,36;
PR;RS CASCAVEL;410820 - FORMOSA DO OESTE;42;31;73,81;44;34;77,27;45;22;48,89;131;87;66,41;
PR;RS CASCAVEL;411065 - IRACEMA DO OESTE;17;18;105,88;18;11;61,11;17;5;29,41;52;34;65,38;
PR;RS CASCAVEL;412090 - QUEDAS DO IGUACU;302;287;95,03;310;205;66,13;319;119;37,30;931;611;65,63;
PR;RS CASCAVEL;412855 - VERA CRUZ DO OESTE;73;75;102,74;76;56;73,68;79;31;39,24;228;162;71,05;
PR;RS CASCAVEL;412402 - SANTA TEREZA DO OESTE;89;82;92,13;95;55;57,89;101;39;38,61;285;176;61,75;
PR;RS CASCAVEL;412785 - TRES BARRAS DO PARANA;107;118;110,28;112;88;78,57;117;37;31,62;336;243;72,32;
PR;RS CASCAVEL;410305 - BOA VISTA DA APARECIDA;72;76;105,56;75;48;64,00;78;40;51,28;225;164;72,89;
PR;RS CASCAVEL;410754 - ESPIGAO ALTO DO IGUACU;46;48;104,35;46;33;71,74;45;21;46,67;137;102;74,45;
PR;RS CASCAVEL;410460 - CAPITAO LEONIDAS MARQUES;125;130;104,00;132;70;53,03;140;52;37,14;397;252;63,48;
PR;RS CASCAVEL;;4069;3556;87,39;4244;2714;63,95;4426;2159;48,78;12739;8429;66,17;
PR;RS CIANORTE;411240 - JAPURA;56;57;101,79;58;57;98,28;60;34;56,67;174;148;85,06;
PR;RS CIANORTE;412260 - RONDON;68;59;86,76;70;52;74,29;71;32;45,07;209;143;68,42;
PR;RS CIANORTE;411300 - JUSSARA;54;53;98,15;54;39;72,22;55;21;38,18;163;113;69,33;
PR;RS CIANORTE;410550 - CIANORTE;491;466;94,91;512;357;69,73;535;259;48,41;1538;1082;70,35;
PR;RS CIANORTE;412610 - SAO TOME;40;59;147,50;42;27;64,29;44;20;45,45;126;106;84,13;
PR;RS CIANORTE;412680 - TAPEJARA;114;78;68,42;122;64;52,46;132;60;45,45;368;202;54,89;
PR;RS CIANORTE;410910 - GUAPOREMA;15;10;66,67;16;18;112,50;17;5;29,41;48;33;68,75;
PR;RS CIANORTE;411040 - INDIANOPOLIS;29;40;137,93;31;23;74,19;32;27;84,38;92;90;97,83;
PR;RS CIANORTE;410560 - CIDADE GAUCHA;93;56;60,22;97;62;63,92;102;35;34,31;292;153;52,40;
PR;RS CIANORTE;412790 - TUNEIRAS DO OESTE;66;71;107,58;70;32;45,71;75;22;29,33;211;125;59,24;
PR;RS CIANORTE;412555 - SAO MANOEL DO PARANA;16;12;75,00;18;16;88,89;20;5;25,00;54;33;61,11;
PR;RS CIANORTE;;1042;961;92,23;1090;747;68,53;1143;520;45,49;3275;2228;68,03;
PR;RS IVAIPORA;410165 - ARAPUA;29;31;106,90;30;23;76,67;31;14;45,16;90;68;75,56;
PR;RS IVAIPORA;411150 - IVAIPORA;232;210;90,52;235;252;107,23;235;63;26,81;702;525;74,79;
PR;RS IVAIPORA;411573 - MATO RICO;31;38;122,58;31;32;103,23;29;11;37,93;91;81;89,01;
PR;RS IVAIPORA;411375 - LUNARDELLI;43;81;188,37;44;77;175,00;45;30;66,67;132;188;142,42;
PR;RS IVAIPORA;411727 - NOVA TEBAS;60;69;115,00;65;36;55,38;72;8;11,11;197;113;57,36;
PR;RS IVAIPORA;410685 - CRUZMALTINA;21;11;52,38;23;16;69,57;25;16;64,00;69;43;62,32;
PR;RS IVAIPORA;411342 - LIDIANOPOLIS;26;34;130,77;26;19;73,08;27;16;59,26;79;69;87,34;
PR;RS IVAIPORA;411450 - MANOEL RIBAS;117;112;95,73;122;106;86,89;127;70;55,12;366;288;78,69;
PR;RS IVAIPORA;410855 - GODOY MOREIRA;25;28;112,00;27;18;66,67;28;14;50,00;80;60;75,00;
PR;RS IVAIPORA;411250 - JARDIM ALEGRE;91;82;90,11;94;60;63,83;97;48;49,48;282;190;67,38;
PR;RS IVAIPORA;412265 - ROSARIO DO IVAI;43;8;18,60;47;0;0,00;50;1;2,00;140;9;6,43;
PR;RS IVAIPORA;410185 - ARIRANHA DO IVAI;19;15;78,95;21;17;80,95;22;8;36,36;62;40;64,52;
PR;RS IVAIPORA;410440 - CANDIDO DE ABREU;161;219;136,02;168;191;113,69;177;91;51,41;506;501;99,01;
PR;RS IVAIPORA;412500 - SAO JOAO DO IVAI;85;89;104,71;88;61;69,32;91;31;34,07;264;181;68,56;
PR;RS IVAIPORA;412217 - RIO BRANCO DO IVAI;40;48;120,00;43;54;125,58;46;23;50,00;129;125;96,90;
PR;RS IVAIPORA;412385 - SANTA MARIA DO OESTE;108;35;32,41;115;32;27,83;121;14;11,57;344;81;23,55;
PR;RS IVAIPORA;;1131;1110;98,14;1179;994;84,31;1223;458;37,45;3533;2562;72,52;
PR;RS LONDRINA;410190 - ASSAI;115;103;89,57;120;92;76,67;126;62;49,21;361;257;71,19;
PR;RS LONDRINA;410370 - CAMBE;742;505;68,06;773;481;62,23;808;354;43,81;2323;1340;57,68;
PR;RS LONDRINA;410340 - CAFEARA;20;16;80,00;20;15;75,00;20;12;60,00;60;43;71,67;
PR;RS LONDRINA;410920 - GUARACI;41;24;58,54;42;26;61,90;43;11;25,58;126;61;48,41;
PR;RS LONDRINA;410980 - IBIPORA;376;286;76,06;386;242;62,69;397;196;49,37;1159;724;62,47;
PR;RS LONDRINA;411370 - LONDRINA;3569;2330;65,28;3705;2045;55,20;3858;1497;38,80;11132;5872;52,75;
PR;RS LONDRINA;412000 - PORECATU;102;72;70,59;106;71;66,98;110;38;34,55;318;181;56,92;
PR;RS LONDRINA;412240 - ROLANDIA;409;294;71,88;424;199;46,93;441;190;43,08;1274;683;53,61;
PR;RS LONDRINA;412667 - TAMARANA;115;70;60,87;120;48;40,00;127;43;33,86;362;161;44,48;
PR;RS LONDRINA;411190 - JAGUAPITA;87;76;87,36;91;56;61,54;96;47;48,96;274;179;65,33;
PR;RS LONDRINA;411600 - MIRASELVA;14;12;85,71;15;7;46,67;15;5;33,33;44;24;54,55;
PR;RS LONDRINA;411270 - JATAIZINHO;102;109;106,86;105;76;72,38;107;68;63,55;314;253;80,57;
PR;RS LONDRINA;411380 - LUPIONOPOLIS;39;27;69,23;41;26;63,41;44;24;54,55;124;77;62,10;
PR;RS LONDRINA;411965 - PITANGUEIRAS;25;23;92,00;25;27;108,00;25;9;36,00;75;59;78,67;
PR;RS LONDRINA;412650 - SERTANOPOLIS;109;54;49,54;116;37;31,90;124;45;36,29;349;136;38,97;
PR;RS LONDRINA;410800 - FLORESTOPOLIS;79;69;87,34;84;64;76,19;88;47;53,41;251;180;71,71;
PR;RS LONDRINA;412033 - PRADO FERREIRA;30;33;110,00;32;25;78,13;33;22;66,67;95;80;84,21;
PR;RS LONDRINA;410080 - ALVORADA DO SUL;70;84;120,00;73;45;61,64;76;32;42,11;219;161;73,52;
PR;RS LONDRINA;412050 - PRIMEIRO DE MAIO;74;61;82,43;75;53;70,67;76;43;56,58;225;157;69,78;
PR;RS LONDRINA;410510 - CENTENARIO DO SUL;86;65;75,58;91;57;62,64;96;20;20,83;273;142;52,01;
PR;RS LONDRINA;410280 - BELA VISTA DO PARAISO;106;92;86,79;115;88;76,52;123;53;43,09;344;233;67,73;
PR;RS LONDRINA;;6310;4405;69,81;6559;3780;57,63;6833;2818;41,24;19702;11003;55,85;
PR;RS UMUARAMA;411060 - IPORA;109;72;66,06;114;56;49,12;120;32;26,67;343;160;46,65;
PR;RS UMUARAMA;411155 - IVATE;54;61;112,96;55;41;74,55;56;25;44,64;165;127;76,97;
PR;RS UMUARAMA;411890 - PEROLA;66;50;75,76;67;50;74,63;67;43;64,18;200;143;71,50;
PR;RS UMUARAMA;412690 - TAPIRA;42;61;145,24;44;45;102,27;46;16;34,78;132;122;92,42;
PR;RS UMUARAMA;412880 - XAMBRE;45;46;102,22;44;36;81,82;43;19;44,19;132;101;76,52;
PR;RS UMUARAMA;410050 - ALTONIA;153;151;98,69;161;110;68,32;169;49;28,99;483;310;64,18;
PR;RS UMUARAMA;411510 - MARILUZ;93;69;74,19;95;75;78,95;98;39;39,80;286;183;63,99;
PR;RS UMUARAMA;411885 - PEROBAL;43;46;106,98;44;48;109,09;44;15;34,09;131;109;83,21;
PR;RS UMUARAMA;410990 - ICARAIMA;64;80;125,00;68;56;82,35;73;29;39,73;205;165;80,49;
PR;RS UMUARAMA;412810 - UMUARAMA;683;402;58,86;705;379;53,76;728;278;38,19;2116;1059;50,05;
PR;RS UMUARAMA;410725 - DOURADINA;53;101;190,57;57;58;101,75;60;24;40,00;170;183;107,65;
PR;RS UMUARAMA;412862 - VILA ALTA;26;40;153,85;27;31;114,81;28;31;110,71;81;102;125,93;
PR;RS UMUARAMA;410070 - ALTO PIQUIRI;69;33;47,83;74;62;83,78;78;44;56,41;221;139;62,90;
PR;RS UMUARAMA;411470 - MARIA HELENA;43;22;51,16;45;30;66,67;46;21;45,65;134;73;54,48;
PR;RS UMUARAMA;411720 - NOVA OLIMPIA;38;32;84,21;42;23;54,76;46;13;28,26;126;68;53,97;
PR;RS UMUARAMA;410347 - CAFEZAL DO SUL;28;20;71,43;30;29;96,67;33;17;51,52;91;66;72,53;
PR;RS UMUARAMA;410752 - ESPERANCA NOVA;13;12;92,31;14;6;42,86;15;3;20,00;42;21;50,00;
PR;RS UMUARAMA;410832 - FRANCISCO ALVES;47;3;6,38;48;5;10,42;48;6;12,50;143;14;9,79;
PR;RS UMUARAMA;410660 - CRUZEIRO DO OESTE;151;123;81,46;162;119;73,46;175;58;33,14;488;300;61,48;
PR;RS UMUARAMA;410337 - BRASILANDIA DO SUL;22;16;72,73;22;14;63,64;22;11;50,00;66;41;62,12;
PR;RS UMUARAMA;412535 - SAO JORGE DO PATROCINIO;36;39;108,33;38;17;44,74;41;21;51,22;115;77;66,96;
PR;RS UMUARAMA;;1878;1479;78,75;1956;1290;65,95;2036;794;39,00;5870;3563;60,70;
PR;RS APUCARANA;411310 - KALORE;25;40;160,00;27;27;100,00;28;11;39,29;80;78;97,50;
PR;RS APUCARANA;410380 - CAMBIRA;50;48;96,00;51;39;76,47;52;20;38,46;153;107;69,93;
PR;RS APUCARANA;410760 - FAXINAL;132;94;71,21;139;90;64,75;147;78;53,06;418;262;62,68;
PR;RS APUCARANA;411550 - MARUMBI;31;36;116,13;33;30;90,91;34;15;44,12;98;81;82,65;
PR;RS APUCARANA;412210 - RIO BOM;22;26;118,18;23;20;86,96;23;9;39,13;68;55;80,88;
PR;RS APUCARANA;412270 - SABAUDIA;44;36;81,82;48;26;54,17;53;12;22,64;145;74;51,03;
PR;RS APUCARANA;410140 - APUCARANA;886;619;69,86;921;514;55,81;960;379;39,48;2767;1512;54,64;
PR;RS APUCARANA;410150 - ARAPONGAS;767;663;86,44;786;488;62,09;807;370;45,85;2360;1521;64,45;
PR;RS APUCARANA;410350 - CALIFORNIA;61;80;131,15;64;52;81,25;66;32;48,48;191;164;85,86;
PR;RS APUCARANA;410320 - BOM SUCESSO;54;62;114,81;55;44;80,00;56;21;37,50;165;127;76,97;
PR;RS APUCARANA;410330 - BORRAZOPOLIS;52;53;101,92;55;48;87,27;60;15;25,00;167;116;69,46;
PR;RS APUCARANA;410870 - GRANDES RIOS;51;54;105,88;56;36;64,29;63;14;22,22;170;104;61,18;
PR;RS APUCARANA;411575 - MAUA DA SERRA;81;106;130,86;84;56;66,67;87;41;47,13;252;203;80,56;
PR;RS APUCARANA;411210 - JANDAIA DO SUL;136;123;90,44;142;89;62,68;147;55;37,41;425;267;62,82;
PR;RS APUCARANA;411729 - NOVO ITACOLOMI;17;29;170,59;19;10;52,63;20;6;30,00;56;45;80,36;
PR;RS APUCARANA;411490 - MARILANDIA DO SUL;70;80;114,29;70;70;100,00;70;32;45,71;210;182;86,67;
PR;RS APUCARANA;412580 - SAO PEDRO DO IVAI;70;94;134,29;75;49;65,33;80;32;40,00;225;175;77,78;
PR;RS APUCARANA;;2549;2243;88,00;2648;1688;63,75;2753;1142;41,48;7950;5073;63,81;
PR;RS PARANAVAI;411030 - INAJA;21;27;128,57;23;16;69,57;25;16;64,00;69;59;85,51;
PR;RS PARANAVAI;411350 - LOANDA;155;128;82,58;161;107;66,46;167;55;32,93;483;290;60,04;
PR;RS PARANAVAI;410090 - AMAPORA;48;29;60,42;49;21;42,86;50;9;18,00;147;59;40,14;
PR;RS PARANAVAI;411590 - MIRADOR;18;19;105,56;18;22;122,22;17;9;52,94;53;50;94,34;
PR;RS PARANAVAI;410890 - GUAIRACA;49;53;108,16;50;43;86,00;50;26;52,00;149;122;81,88;
PR;RS PARANAVAI;411500 - MARILENA;51;53;103,92;53;41;77,36;56;19;33,93;160;113;70,63;
PR;RS PARANAVAI;412670 - TAMBOARA;30;32;106,67;34;27;79,41;37;15;40,54;101;74;73,27;
PR;RS PARANAVAI;411840 - PARANAVAI;593;433;73,02;615;366;59,51;640;298;46,56;1848;1097;59,36;
PR;RS PARANAVAI;412020 - PORTO RICO;19;9;47,37;21;14;66,67;23;4;17,39;63;27;42,86;
PR;RS PARANAVAI;412730 - TERRA RICA;111;84;75,68;115;73;63,48;120;71;59,17;346;228;65,90;
PR;RS PARANAVAI;410060 - ALTO PARANA;109;99;90,83;112;66;58,93;114;51;44,74;335;216;64,48;
PR;RS PARANAVAI;411830 - PARANAPOEMA;23;24;104,35;23;25;108,70;24;9;37,50;70;58;82,86;
PR;RS PARANAVAI;412395 - SANTA MONICA;31;23;74,19;32;20;62,50;34;18;52,94;97;61;62,89;
PR;RS PARANAVAI;411130 - ITAUNA DO SUL;26;24;92,31;27;29;107,41;28;23;82,14;81;76;93,83;
PR;RS PARANAVAI;411260 - JARDIM OLINDA;11;6;54,55;11;3;27,27;12;1;8,33;34;10;29,41;
PR;RS PARANAVAI;411710 - NOVA LONDRINA;103;84;81,55;107;60;56,07;111;51;45,95;321;195;60,75;
PR;RS PARANAVAI;410670 - CRUZEIRO DO SUL;33;32;96,97;33;27;81,82;32;15;46,88;98;74;75,51;
PR;RS PARANAVAI;411800 - PARAISO DO NORTE;89;74;83,15;91;59;64,84;93;57;61,29;273;190;69,60;
PR;RS PARANAVAI;410710 - DIAMANTE DO NORTE;38;20;52,63;41;19;46,34;44;19;43,18;123;58;47,15;
PR;RS PARANAVAI;412490 - SAO JOAO DO CAIUA;46;39;84,78;50;30;60,00;53;13;24,53;149;82;55,03;
PR;RS PARANAVAI;412100 - QUERENCIA DO NORTE;95;113;118,95;102;75;73,53;109;42;38,53;306;230;75,16;
PR;RS PARANAVAI;412460 - SAO CARLOS DO IVAI;46;31;67,39;48;10;20,83;51;22;43,14;145;63;43,45;
PR;RS PARANAVAI;412590 - SAO PEDRO DO PARANA;19;16;84,21;19;11;57,89;19;10;52,63;57;37;64,91;
PR;RS PARANAVAI;411650 - NOVA ALIANCA DO IVAI;11;1;9,09;12;2;16,67;12;3;25,00;35;6;17,14;
PR;RS PARANAVAI;411970 - PLANALTINA DO PARANA;33;21;63,64;34;23;67,65;34;10;29,41;101;54;53,47;
PR;RS PARANAVAI;412370 - SANTA ISABEL DO IVAI;58;42;72,41;62;38;61,29;65;34;52,31;185;114;61,62;
PR;RS PARANAVAI;412420 - SANTO ANTONIO DO CAIUA;23;17;73,91;25;16;64,00;27;6;22,22;75;39;52,00;
PR;RS PARANAVAI;412330 - SANTA CRUZ DE MONTE CASTELO;55;42;76,36;55;33;60,00;55;31;56,36;165;106;64,24;
PR;RS PARANAVAI;;1944;1575;81,02;2023;1276;63,07;2102;937;44,58;6069;3788;62,42;
PR;RS JACAREZINHO;410970 - IBAITI;234;251;107,26;242;209;86,36;250;97;38,80;726;557;76,72;
PR;RS JACAREZINHO;411170 - JABOTI;42;37;88,10;43;40;93,02;44;18;40,91;129;95;73,64;
PR;RS JACAREZINHO;411230 - JAPIRA;42;48;114,29;43;39;90,70;43;36;83,72;128;123;96,09;
PR;RS JACAREZINHO;410360 - CAMBARA;170;135;79,41;178;104;58,43;185;122;65,95;533;361;67,73;
PR;RS JACAREZINHO;410775 - FIGUEIRA;67;110;164,18;71;85;119,72;74;53;71,62;212;248;116,98;
PR;RS JACAREZINHO;411920 - PINHALAO;50;81;162,00;51;68;133,33;52;35;67,31;153;184;120,26;
PR;RS JACAREZINHO;412070 - QUATIGUA;44;50;113,64;47;36;76,60;50;19;38,00;141;105;74,47;
PR;RS JACAREZINHO;412780 - TOMAZINA;64;22;34,38;65;23;35,38;67;16;23,88;196;61;31,12;
PR;RS JACAREZINHO;410900 - GUAPIRAMA;27;46;170,37;31;25;80,65;35;14;40,00;93;85;91,40;
PR;RS JACAREZINHO;410470 - CARLOPOLIS;109;87;79,82;112;85;75,89;115;50;43,48;336;222;66,07;
PR;RS JACAREZINHO;411180 - JACAREZINHO;300;216;72,00;311;236;75,88;321;135;42,06;932;587;62,98;
PR;RS JACAREZINHO;411280 - JOAQUIM TAVORA;77;62;80,52;81;43;53,09;85;22;25,88;243;127;52,26;
